joe_issue_ID,jp_id,jp_section,jp_institution,jp_division,jp_department,jp_keywords,jp_title,jp_full_text,jp_salary_range,jp_agency_insertion_num,jp_new,locations,JEL_Classifications,Application_deadline,Date_Active
2021-02,111468213,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Sam Houston State University,College of Business Administration,Economics and International Business,"Macroeconomics
Monetary Economics
International Economics
Applied Microeconomics
Health Economics
Energy Economics
",Assistant Professor,"The Department of Economics and International Business invites applications for a tenure-track Assistant Professor focusing on research topics in the areas of Macroeconomics, Monetary Economics, International Economics, Energy Economics, and US-based Health Economics, although applicants in all fields will be given full consideration. 

The department values high-quality research and teaching. The department is ranked in the top 15 in Texas. The department offers BBA degrees in Economics, International Business, and it expects to offer an MS degree in Applied Economics in the immediate future. The teaching load is 3-3 over a two-semester academic year. The Economics and International Business programs are located within the College of Business Administration, which is AACSB accredited.
http://www.shsu.edu/academics/economics-and-international-business/.

Candidates should be strongly committed to quality teaching and they should exhibit a strong potential for successful research in peer-reviewed publications. Candidates should have a Ph.D. or be ABD in economics with an anticipated completion date before Fall 2022 (Requisition # 202100151F). 
Send complete applications to https://shsu.peopleadmin.com/postings/29331.

SHSU is committed to promoting a campus culture that embraces diversity and inclusion; the successful applicant is expected to advance this commitment. EOE/M/F/Vet/Disability

Please address inquiries to the Chair of the Search Committee, Dr. Santosh Kumar (skumar@shsu.edu).
",,,,UNITED STATES Texas Huntsville,"00 - 00 - Default: Any Field
E - Macroeconomics and Monetary Economics
F - International Economics
I - Health, Education, and Welfare
Q4 - Energy",2022-01-31 00:00:00,2021-09-27 00:00:00
2021-02,111468089,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Southwestern University,,,,Assistant Professor of Economics,"The Department of Economics and Business at Southwestern University in Georgetown, Texas invites applications for a tenure-track Assistant Professor of Economics position beginning August 2022. Our highest priority is for candidates who can teach Principles of Economics, an introductory course that covers microeconomics and macroeconomics, a quantitative methods course for business majors, and upper level electives that appeal to both economics and business majors. We will consider applicants from many subfields in economics, however candidates that complement existing offerings will be prioritized. Our programs aim to develop skills in data analysis and, therefore, applicants should have an empirical research agenda using applied econometric methods.  Successful applicants will demonstrate a commitment to excellence in undergraduate teaching and a willingness to foster undergraduate research. An active research program is critical. The typical teaching load is five courses per year. Campus-wide responsibilities include advising students and university service. For a full description of the position and to apply, go to apply.interfolio.com/95559. We review applications on a rolling basis, with priority given to those applications received before November 15. We will interview candidates starting on January 3 to coincide with the ASSA Annual Meeting.",,,,UNITED STATES Texas Georgetown,"A - General Economics and Teaching
D - Microeconomics
E - Macroeconomics and Monetary Economics
C - Mathematical and Quantitative Methods",2022-01-31 00:00:00,2021-09-29 00:00:00
2021-02,111467873,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",St. John's University,Tobin College of Business,Economics and Finance,"Labor
Industrial Organization 
Economic History
Poverty and Inequality 
Economic Development 
",Assistant Professor of Economics,"The Tobin College of Business at St. John’s University invites applications for a tenure-track position in Economics at the Assistant Professor rank in the Department of Economics and Finance starting in Fall 2022.  

Consideration of applications will continue until the position is filled, but complete applications received by November 19, 2022 will receive priority for interviews during the ASSA meetings.   

Please submit a letter of application, CV, job paper and teaching philosophy and contact information for three professional references online:  https://jobs.silkroad.com/StJohnsEdu/Careers/jobs/218851?source=university ",,,,UNITED STATES New York New York,"J0 - General
L1 - Market Structure, Firm Strategy, and Market Performance
C1 - Econometric and Statistical Methods and Methodology:  General
N0 - General
I3 - Welfare, Well-Being, and Poverty
O1 - Economic Development",2022-01-31 00:00:00,2021-09-17 00:00:00
2021-02,111467620,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",St. Norbert College,Donald J. Schneider School of Business and Economics,Economics,,Assistant Professor in Economics,"Assistant Professor of Economics — Full Time
JEL Classification: A1, C00, M00


Duties:

St. Norbert College's Donald J. Schneider School of Business and Economics invites applications for a tenure track Assistant Professor in Economics beginning Fall 2022. The candidate selected for this position is expected to teach 3 classes per semester.  These may include introductory micro- and macro-economics, statistics, upper economics electives, and courses in the MBA program, as needed.  The candidate is also expected to develop a scholarship agenda that leads to peer reviewed publications, share in the service responsibilities of the College and School, and mentor students. Fields in applied areas are preferred. 

St. Norbert College is an equal opportunity employer and is committed to enhancing the diversity of our people, ideas and talents.  We welcome individuals with diverse experiences, backgrounds, and skills to join our college community in our pursuit of inclusion and excellence.  Applications from members of underrepresented groups are strongly encouraged.

The division of Academic Affairs at St. Norbert College provides safe, inclusive, and anti-racist educational and work experiences for our faculty, staff, and students of color, congruent with our Catholic, Norbertine, and liberal arts values. Therefore, we invite candidates who have research interests, pedagogical experience, or lived experience that demonstrates a commitment to equity, diversity, inclusion and belonging to join our community of teaching and learning. We are seeking to hire several new faculty members as a part of a cohort of scholars who are committed to meeting together, working as a group to infuse equity, diversity, inclusion and belonging (EDIB) into the curriculum. This past year we just conducted a national search to hire an inaugural dean of curriculum and senior diversity officer, which highlights the importance of EDIB work and the curriculum.

About St. Norbert College: 

St. Norbert College (www.snc.edu), a thriving, nationally ranked Catholic liberal arts college, with a stable undergraduate enrollment of about 1900 students, is situated on an attractive, riverside campus in De Pere, WI, a community contiguous with the city of Green Bay. The Donald J. Schneider School of Business and Economics (http://www.snc.edu/schneiderschool) houses the College's undergraduate programs in Accounting, Business Administration, Data Analytics, Economics, International Business and Language Area Studies, and Leadership Studies, as well as its MBA program. St. Norbert College's Donald J. Schneider School of Business and Economics is a member of AACSB International- the Association to Advance Collegiate Schools of Business (www.aacsb.edu/about).

St. Norbert College is a Catholic college rooted in the Norbertine tradition and welcomes applications from members of all backgrounds and faith traditions. The College's mission emphasizes the Norbertine vision of community and includes providing ""an educational environment that fosters intellectual, spiritual and personal development."" We seek those who will contribute to our mission and support our commitment to building a vibrant, diverse and spiritually engaged community (www.snc.edu/mission/statement.html).

About Northeast Wisconsin:

The Green Bay metropolitan area offers abundant opportunities for recreational and cultural endeavors, growing family-friendly communities with modern and historical housing options, top tier schools, and world-class healthcare. Northeast Wisconsin is home to Fortune 500 companies, as well as thriving start-ups, and is served by its own international airport. For additional information, visit: 

•	https://www.thenewnorth.com/living-in-the-new-north/
•	https://yourmovegreenbay.com/why-we-moved/ 

Qualifications:

Candidates with an earned doctorate in Economics or related field are preferred, but ABD candidates will be considered. Candidates with teaching experience are preferred. Candidates must have a commitment to promoting diversity, inclusion and shared governance.
 
",,,,UNITED STATES Wisconsin De Pere,"A1 - General Economics
C0 - General
M0 - General",2022-01-31 00:00:00,2021-10-19 00:00:00
2021-02,111467866,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stanford University,,Department of Health Policy,,"Assistant, Associate, or Professor of Health Policy","The Department of Health Policy (DHP) in the School of Medicine seeks an assistant, associate, or full professor in the University Tenure Line or University Medical Line, with expertise in health policy/health services research.  The Department of Health Policy is a multidisciplinary group with broad research and education programs in health policy, both domestic and global (https://healthpolicy.fsi.stanford.edu/).  DHP is closely affiliated with Stanford’s Center for Health Policy (CHP) in the Freeman Spogli Institute for International Studies and works with multiple departments and Schools throughout the university.

To apply, please submit in one pdf file: a curriculum vitae and a letter addressed to Dr. Joshua Salomon, Search Committee Chair, describing your research interests, teaching experience, and the names and email addresses of 3 references. All materials should be submitted online at https://apply.interfolio.com/95055.  Applications will be reviewed beginning October 15, 2021 and accepted until the position is filled. 

The Department of Health Policy, School of Medicine, and Stanford University value faculty who are committed to advancing diversity, equity, and inclusion. Candidates may optionally include as part of their letter to Dr. Salomon a brief discussion of how their work will further these ideals. 
",,,,UNITED STATES California Stanford,"I - Health, Education, and Welfare",2022-01-31 00:00:00,2021-10-14 00:00:00
2021-02,111467342,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stanford University,,Statistics,"Data Science
Statistics",Associate or Full Professor (Teaching) in Data Science,"The Statistics Department at Stanford University invites applications for a position at the Associate or Full Professor (Teaching) level in Data Science. The initial appointment for either rank is up to 6 years. The Associate Professor (Teaching) term is renewable for an unlimited number of 6-yr terms or for a continuing term, which provides security of appointment without requiring further formal reappointment.  The Professor (Teaching) term is renewable for a continuing term.   

Decisions on reappointment and promotion, like decisions on initial appointment, are subject to the exercise of professional and scholarly judgment and discretion by the university’s departmental faculty and academic leadership.

Candidates must hold a Ph.D. in a relevant area such as Statistics, Computer Science, or the social sciences, and be recognized for distinguished contributions to the teaching and practice of Data Science. The successful candidate will be expected to maintain a robust  program in Data Science that includes teaching an introductory data science course and, depending on the candidate’s background and interests, may include mentoring students in the practice of data science or research.

Applicants should submit a letter of application, curriculum vita, a statement (not to exceed 3 pages) of  interests in teaching, research, and practice, course evaluations, and not more than one preprint/reprint about the candidate’s work in one of these areas.  Applications should be submitted online at https://academicjobsonline.org/ajo/jobs/19298. Questions may be submitted to search@stat.stanford.edu.

Evaluation of applicants will begin November 16, 2021.  Applications must be received by December 11, 2021 to be guaranteed consideration.

The successful candidate will play a major role in the new undergraduate interdisciplinary Data Science degree which will be offered jointly by the Departments of Statistics, Computer Science, Mathematics, and Management Science and Engineering. The position will be housed in the Statistics Department, which currently has 25 regular faculty members, as well as a distinguished group of emeriti. Many professors have joint appointments in other departments, including positions in mathematics, economics, the School of Medicine, the School of Engineering, and the School of Education.  

Stanford is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford welcomes applications from all who would bring additional dimensions to the University’s research, teaching and clinical missions.",,,,UNITED STATES California Stanford,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-08-18 00:00:00
2021-02,111467804,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stanford University,School of Engineering,Management Science and Engineering,"Finance
Health Economics
Organization
Digital Platforms
Financial Technology
Machine Learning in Finance and Economics
Sustainability",Assistant Professor or untenured Associate Professor,"We invite applications from individuals working at the Frontiers of Management Science and Engineering, broadly defined, including candidates from engineering and mathematics, as well as from the behavioral and social sciences.

Appointments are to tenure-line junior faculty positions at the Assistant or untenured Associate Professor level. For more information about the MS&E Department visit  http://www.stanford.edu/dept/MSandE/. 

An earned PhD, evidence of the ability to pursue a program of research, and a strong commitment to graduate and undergraduate teaching are required. A successful candidate will be expected to teach courses at the graduate and undergraduate levels and to build and lead a team of graduate students in PhD research. 

Applications should include a resume, brief statements of research and teaching interests, and the names and e-mail addresses of at least three references. Candidates should apply online at: 
https://msande.stanford.edu/about/jobs/faculty-openings-mse  where the full search description is available.  Stanford University values faculty who are committed to advancing diversity, equity, and inclusion.  

The review of applications will begin on September 15, 2021.  Applications will be accepted until the position is filled.
",,,,UNITED STATES California Stanford,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-11-01 00:00:00
2021-02,111467055,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stanford University School of Medicine,General Pediatrics,Pediatrics,General Pediatrics,"Stanford University - Assistant, Associate, or Full Professor, General Pediatrics","The Division of General Pediatrics at Stanford University, School of Medicine, is seeking two leading scholars for positions as Assistant, Associate, or full Professor in the University Tenure Line or University Medical Line.  This individual will be expected to build upon existing research interests and expertise to advance new knowledge in child health.  We are seeking individuals with demonstrated or potential leadership, experience, and success in systems-level community-based and/or policy-relevant research. Successful candidates must have an M.D., M.D./Ph.D., Ph.D., or equivalent degree. Outstanding candidates may pursue scholarship in any area; however, priority will be given to applicants whose scholarship addresses child health disparities.

•	The predominant criterion for appointment in the University Tenure Line is a major commitment to research and teaching.
•	The major criteria for appointment for faculty in the University Medical Line shall be excellence in the overall mix of clinical care, clinical teaching, scholarly activity that advances clinical medicine, and institutional service appropriate to the programmatic need the individual is expected to fulfill.






",,,,UNITED STATES California Stanford,I0 - General,2022-01-31 00:00:00,2021-11-03 00:00:00
2021-02,111467845,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stevens Institute of Technology,School of Business,,"Microeconomics
Macroeconomics
Econometrics
",Assistant/Associate Teaching Professor in Economics ,"The School of Business at Stevens Institute of Technology invites applications for a non-tenured full-time faculty position at the Assistant or Associate Professor level to teach courses within its undergraduate business programs with an expected start date of August 2022. Courses in these programs include Introduction to Microeconomics, Introduction to Macroeconomics, Intermediate Microeconomics, Intermediate Macroeconomics, and Introduction to Econometrics, among others. We seek an individual who will be able to teach existing, as well as new courses.

The successful candidate will possess a PhD degree, or foreign equivalent, in Economics and experience teaching at the undergraduate level, and will be expected to play a full role in curricular development, student advisement, and student events in addition to the primary role of teaching undergraduate level courses. The successful candidate is also expected to maintain an active research agenda. The rank of the position will be dependent upon experience and qualifications.

Stevens Institute of Technology is a private institution located in Hoboken, NJ, directly across the Hudson River from New York City. Hoboken is a vibrant, walkable community in close proximity of Manhattan and has been ranked among the 12 best college towns in the country by Princeton Review. 

The School of Business at Stevens Institute of Technology is ranked among the top business schools in the nation, owing to the incredible career outcomes and high ROI enjoyed by students; the close relationships faculty cultivate with industry; and the university’s leadership in data, analytics and technology, and their roles in tomorrow’s workplaces. The school is AACSB accredited and offers three PhD programs in Business Administration, Financial Engineering and Data Science, three MBA programs, nine Master’s degrees, and eight undergraduate majors in Business and Quantitative Finance. For more information, visit https://www.steven.edu/business.

Applications and nominations will be accepted until the position is filled. Stevens Institute of Technology appreciates all applications but can only respond to qualified candidates. 

Stevens values diversity and seeks candidates who can contribute to a welcoming climate for students, faculty and staff of all races and genders. We are an NSF ADVANCE institution committed to equitable practices and policies and strongly encourage applications from women and minority candidates as well as veterans and individuals with disabilities.
",Competitive,,,UNITED STATES New Jersey Hoboken,"D - Microeconomics
E - Macroeconomics and Monetary Economics",2022-01-31 00:00:00,2021-10-13 00:00:00
2021-02,111467715,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stevens Institute of Technology,School of Business,,"Labor Economics
Demand and Supply of Labor
Wages, Compensation, and Labor Costs
Particular Labor Markets
Personnel Economics. ",Tenure -Track Assistant/Associate Professor of Economics ,"The School of Business at Stevens Institute of Technology in Hoboken, NJ invites applications for a tenure-track position in Economics at the Assistant or Associate Professor level beginning August 2022. The rank of the position will depend upon experience and qualifications. 

Preference will be given to candidates in the area of labor economics, with an emphasis on one or more of the following scholarly fields as designated by Journal of Economic Literature (JEL) Classification Codes: J2 – Demand and Supply of Labor; J3 – Wages, Compensation, and Labor Costs; J4 – Particular Labor Markets; and M5 – Personnel Economics. 

We will begin to consider applications starting October 29, 2021. To ensure full consideration for the position, applications must be received by then, but the recruiting committee will continue to accept applications until the position is filled. 

Qualifications: Candidates must have completed a PhD, or foreign equivalent, in Economics or a closely related field by August 2022. Candidates should possess the ability to teach courses in Economics at both the undergraduate and graduate levels. 

Job Responsibility: Members of our faculty are expected to conduct original research of high quality, to teach effectively, and to participate in and contribute to the academic environment. The University offers excellent support for faculty research and a competitive teaching load.

About the School: The School of Business is AACSB accredited and offers a PhD, two MBAs, seven Master’s degrees, and eight undergraduate majors. These offerings are across a wide range of business disciplines and share a common emphasis on leveraging technology and analytics for business success. For more information, visit www.stevens.edu/business.

Stevens Institute of Technology is a private institution located on a beautiful campus in Hoboken, NJ, directly on the Hudson River overlooking New York City. 

Stevens values diversity and seeks candidates who can contribute to a welcoming climate for students, faculty and staff of all races and genders. We are an NSF ADVANCE institution committed to equitable practices and policies and strongly encourage applications from women and minority candidates as well as veterans and individuals with disabilities.

How to Apply: This position is contingent on final budget approval. Please email a cover letter, CV, a job market paper or a sample publication, teaching statement, research statement, and three letters of reference to Sequoia Canada (scanada@stevens.edu) with the subject “Tenure-Track Position in Economics”.
",Competitive,,,UNITED STATES New Jersey Hoboken,"J2 - Demand and Supply of Labor
J3 - Wages, Compensation, and Labor Costs
J4 - Particular Labor Markets
M5 - Personnel Economics",2022-01-31 00:00:00,2021-09-13 00:00:00
2021-02,111468218,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Sweet Briar College,Social Sciences and Humanities,,"Macroeconomics
Monetary Economics
Financial Economics
Labor Economics
International Economics
Agricultural Economics
",Assistant Professor of Economics,"Sweet Briar College invites applications for a tenure-track faculty position of Assistant Professor of Economics. The successful candidate will be an engaged scholar-teacher and have a strong commitment to undergraduate education, and ideally teach Macroeconomics as well as Money and Banking, in addition to courses in their field of expertise.  Other courses of interest include International Economics, Financial Economics, and Labor Economics. An interdisciplinary perspective is especially welcome as the candidate will have opportunities to contribute to our CORE curriculum, business program, and other areas of the college (such as agricultural enterprises).
The successful candidate will help to shape the economics program for the future and to engage in research with undergraduates. Institutional support for research is available and includes internal faculty grants and an honors summer research program.  

Candidates ready to work with a diverse student body are especially welcome. Sweet Briar prides itself on creating a learning environment that encourages young women to fulfill their highest potential. Leadership in all walks of life is fostered by the special connections our faculty make with their students, and Sweet Briar women translate their academic experiences into interesting and important lives. 

To apply, visit the Sweet Briar College Career Center: https://sbc.edu/human-resources/faculty-staff-job-openings/. ",,,,UNITED STATES Virginia Sweet Briar,E - Macroeconomics and Monetary Economics,2022-01-31 00:00:00,2021-10-01 00:00:00
2021-02,111467318,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Syracuse University,,Department of Economics ,Assistant Professor level ,Assistant Professor in Labor Economics,"Assistant Professor in Labor Economics
Department of Economics
Maxwell School of Citizenship and Public Affairs
College of Arts and Sciences
Syracuse University
 
Syracuse University’s Department of Economics seeks to fill a tenure-track position in labor economics, with an emphasis on one or more of the following contemporary economic policy issues: the economics of crime, immigration, or race. The position is at the Assistant Professor level and will build on the Maxwell School and department’s longstanding strength and commitment to labor and policy-related applied microeconomics. The position is in Syracuse, NY.
 
Responsibilities of the position include producing quality scholarly research, publishing in leading academic journals, teaching undergraduate and graduate courses in labor economics, and advising doctoral students.
 
Syracuse University maintains an inclusive learning environment in which students, faculty, administrators, staff, curriculum, social activities, governance, and all other aspects of campus life reflect a diverse, multi-cultural, and international worldview. Candidates must have a commitment to engagement and inclusion of individuals of all races, ethnicities, and gender identities.
 
Maxwell School of Citizenship and Public Affairs:
The Department of Economics is located in the Maxwell School of Citizenship and Public Affairs, which includes departments and programs in the social sciences, public policy, public administration, and international relations. In addition, the School also is the home of several interdisciplinary centers, and many members of the economics faculty are affiliated with the Center for Policy Research, the Aging Studies Institute, or the Moynihan Institute of Global Affairs. The Department of Economics also is part of the University’s College of Arts and Sciences.

Application Instructions:
Candidates must complete an online faculty application on our website: http://www.sujobopps.com, (Job#075963) or direct link via https://www.sujobopps.com/postings/88503.
 
Attach a CV, cover letter, one or more of your papers (as Other Documents), at least three references with current email addresses, and a diversity statement that discusses past or future contributions to inclusive excellence in research, teaching and/or outreach. Letters of recommendation will be requested directly from your references through our employment system. Review of applications will begin immediately and will continue until the position is filled.
 
Questions can be directed to the search committee chair, Bill Horrace, at whorrace@maxwell.syr.edu.
 
Syracuse University is an equal opportunity/affirmative action employer with a strong commitment to equality of opportunity and a diverse work force. Women, military veterans, individuals with disabilities, and members of other traditionally underrepresented groups are encouraged to apply.
",,171823,,UNITED STATES New York Syracuse,J0 - General,2022-01-31 00:00:00,2021-11-09 00:00:00
2021-02,111467503,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Syracuse University,,Department of Economics ,,Assistant Professor in Public Economics,"Assistant Professor in Economics


Syracuse University's Department of Economics invites applications for a tenure track faculty position at the rank of assistant professor in public economics with a particular interest in state and local public finance. The position builds on the Maxwell School and department’s longstanding strength and commitment in public economics, urban economics, and state and local public finance. Candidates must demonstrate potential for scholarly research and should either have recently graduated from their doctoral studies or anticipate graduating by August 2022. The position is in Syracuse, NY.
 
Responsibilities of the position include producing quality scholarly research, publishing in leading academic journals, teaching undergraduate and graduate courses in public and urban economics, and advising doctoral students.
 
Syracuse University maintains an inclusive learning environment in which students, faculty, administrators, staff, curriculum, social activities, governance, and all other aspects of campus life reflect a diverse, multi-cultural, and international worldview. Candidates must have a commitment to engagement and inclusion of individuals of all races, ethnicities, and gender identities.
 
Maxwell School of Citizenship and Public Affairs:
The Department of Economics is located in the Maxwell School of Citizenship and Public Affairs, which includes departments and programs in the social sciences, public policy, public administration, and international relations. In addition, the School also is the home of several interdisciplinary centers, and many members of the economics faculty are affiliated with the Center for Policy Research, the Aging Studies Institute, or the Moynihan Institute of Global Affairs. The Department of Economics also is part of the University’s College of Arts and Sciences.
 
 
Application Instructions:
Candidates must complete an online faculty application on our website: http://www.sujobopps.com, (Job#075964) or
direct link via https://www.sujobopps.com/postings/88520.
 
Attach a CV, cover letter, one or more of your papers (as Other Documents), at least three references with current email addresses, and a diversity statement that discusses past or future contributions to inclusive excellence in research, teaching and/or outreach. Letters of recommendation will be requested directly from your references through our employment system. Review of applications will begin immediately and will continue until the position is filled.
 
Questions can be directed to the search committee chair, Perry Singleton, at psinglet@syr.edu.
 
Syracuse University is an equal opportunity/affirmative action employer with a strong commitment to equality of opportunity and a diverse work force. Women, military veterans, individuals with disabilities, and members of other traditionally underrepresented groups are encouraged to apply.
",commensurate with Experience,172679,,UNITED STATES New York Syracuse,"H - Public Economics
R - Urban, Rural, Regional, Real Estate, and Transportation Economics",2022-01-31 00:00:00,2021-09-23 00:00:00
2021-02,111467106,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Syracuse University,,Department of Economics,,Associate/Full Professor in Health Economics,"Associate/Full Professor in Health Economics

Syracuse University’s Department of Economics seeks to fill a position in health economics at the Associate or Full Professor level. This position is part of an ambitious cluster hire initiative in the broad area of Aging, Health, and Neuroscience and the subarea of Population Health into which several positions are being filled from different disciplines. Faculty hired into these positions will build on our existing strengths in the focus area and will participate in an organized research cluster that spans multiple departments in the Maxwell School of Citizenship and Public Affairs as well as the university. Further information on the campus-wide hiring initiative can be found at the Syracuse University Office of the Provost website.

Candidates should have a strong track record of publishing in core peer reviewed economics journals, grant activity, ability to teach undergraduate and graduate courses in health economics, and ability to advise doctoral students in economics. Participation in cross-disciplinary dialog and partnerships within the cluster is anticipated. While all areas of health economics will be considered, preference will be given to individuals with interest in continuing or developing work related to cognitive impairment, substance use disorders, or mental health.

We seek candidates whose research, teaching and/or service has prepared them to contribute to our commitment to engagement and inclusion of culturally diverse audiences in higher education, and especially in economics and related areas associated with the cluster.  Syracuse University is an equal opportunity/affirmative action employer with a strong commitment to equality of opportunity and a diverse work force.

For a position description, go to www.sujobopps.com (075468)

AA/EOE",,170155,,UNITED STATES New York Syracuse,"I1 - Health
I2 - Education and Research Institutions",2022-01-31 00:00:00,2021-09-27 00:00:00
2021-02,111468246,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Tarleton State University,Agribusiness,Agricultural Education and Communication,"Agricultural Economics
Agribusiness
",Assistant/Associate Professor in Agribusiness/Agricultural Economics,"Tarleton State University’s Division of Agribusiness in the Department of Agricultural Education and Communication invites applicants for a tenure-track position (80% undergraduate and graduate teaching and associated service, 20% research/scholarly activity) in Agribusiness/Agricultural Economics. Proposed employment date is September 1, 2022 or until successful candidate is identified.
Qualifications: PhD in Agricultural Economics or Economics or closely related field with a minimum of 18 graduate hours in Agricultural Economics or Economics from an accredited institution. Evidence of potential or actual success in teaching and research is required.

Application Procedure and Deadlines: Applications must be submitted electronically and will be accepted until a qualified candidate is identified.

Further information regarding the position or the application process can be obtained by contacting Dr. Edward Osei, Search Committee Chair (osei@tarleton.edu) or Dr. J. Chris Haynes, Department Head (chaynes@tarleton.edu). 

Tarleton State University is an Equal Opportunity/Affirmative Action/Veterans/Disability Employer. As a member of The Texas A&M System, Tarleton will provide equal opportunity for employment to all persons regardless of race, color, sex, religion, national origin, age, disability, genetic information, veteran status, sexual orientation or gender identity and will strive to achieve full and equal employment opportunity through The Texas A&M System.
",Competitive,,,UNITED STATES Texas Stephenville,Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics,2022-01-31 00:00:00,2021-11-05 00:00:00
2021-02,111468296,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Tepper School of Business at Carnegie Mellon University,,,"Diversity, Equity and Inclusion 
","Associate Dean, Diversity, Equity and Inclusion Tepper School of Business;  Faculty Position Opening","Associate Dean, Diversity, Equity and Inclusion
Tepper School of Business 
Faculty Position Opening

The Tepper School of Business at Carnegie Mellon University (CMU) is a dynamic, collaborative college that is home to a variety of academic areas, teaching programs and interdisciplinary research centers.  In all of its endeavors, Tepper is committed to creating communities with diverse representation and inclusive cultures.

Tepper seeks a collaborative, knowledgeable and action-oriented individual to serve as its first Associate Dean of Diversity, Equity and Inclusion (DEI).  We seek an outstanding academic with experience strengthening DEI in a university setting.  Our expectation is that this individual will report directly to the Dean and have an academic record suitable for appointment as an Associate or Full Professor in either the tenure or teaching track at the Tepper School.  

Starting date:  September of Academic Year 2022-23

Salary:  Commensurate with professional experience and academic record

Qualifications:
PhD in business or related disciplines and excellent research and/or teaching in an area represented at the Tepper School (e.g.,  Accounting, Business Technologies, Economics, Entrepreneurship, Finance, Marketing, Operations Management, Operations Research, Organizational Behavior and Theory, Strategy).  Candidates must demonstrate a commitment to enhancing diversity, equity and inclusion.  Candidates with prior academic leadership experience and/or research or teaching related to diversity and inclusion are preferred.

Responsibilities   
The Associate Dean of Diversity, Equity and Inclusion will be expected to to help recruit underrepresented faculty, students and staff to the  Tepper School; to develop and deliver effective mentoring programs that enable the retention of a talented and diverse group of faculty, students and staff; to develop educational experiences and curricula about creating and sustaining an inclusive and representative community; to collaborate with the Provost’s office, Dean, Senior Associate Dean and DEI staff in sharing ideas and opportunities to advance DEI; to engage with the broader community to increase diversity, equity and inclusion; and to to interpret and disseminate data relevant to DEI and the success of DEI initiatves to Tepper stakeholders.  In addition to administrative activities associated with the Associate Dean role, a successful candidate will be expected to do some teaching and, if on the tenure track, some research.

Institution:
The Tepper School of Business at Carnegie Mellon consistently ranks among the top business schools in the world at both the graduate and undergraduate levels.  Tepper School programs emphasize leadership, innovation and communication as well as quantitative decision making and analytical approaches to problem solving for which the Tepper School is renowned.  Faculty enrich the diverse and relatively small university community that prides itself on the open exchange of ideas, where discovery, creativity, and personal and professional development can flourish.  For more information about programs at the Tepper School of Business at Carnegie Mellon, please go to www.tepper.cmu.edu.  For more information about Carnegie Mellon University, please go to www.cmu.edu and https://www.cmu.edu/diversity/.

Application Process: Candidates should submit a curriculum vitae, a  DEI statement, three research papers (if applying for the tenure track), and  evidence of teaching excellence via Interfolio (https://apply.interfolio.com/98181). The DEI statement should discuss strategies that you think will be effective in increasing diversity, equity and inclusion. References will be requested of candidates invited for interviews later in the process.  Review of applications will continue until the position is filled; complete applications received  by December 15, 2021 will be assured full consideration.

If you have any questions, please contact Ms. Rosanne Christy, Faculty Search Coordinator for Associate Dean position at rosanne@andrew.cmu.edu  or 412-268-1350.

Carnegie Mellon University considers applicants for employment without regard to, and does not discriminate on the basis of, gender, race, protected veteran status, disability, or any other legally protected status.
",,,,UNITED STATES Pennsylvania Pittsburgh,00 - 00 - Default: Any Field,2022-01-31 00:00:00,2021-09-24 00:00:00
